,Platform,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q14_13,Q14_15,Q14_14
2230,Apple,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2234,Android,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
2236,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2239,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2240,Apple,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2242,Apple,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2261,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2272,Android,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
2274,Android,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2277,Android,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0
2279,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,Android,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2286,Android,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
2291,Apple,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0
2292,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2298,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302,Android,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2304,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2312,Android,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2314,Apple,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0
2315,Android,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
2317,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2325,Apple,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0
2330,Android,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
2339,Apple,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
2340,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2350,Apple,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0
2366,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2367,Android,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2368,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2372,Android,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2374,Android,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
2375,Android,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2376,Apple,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2379,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2381,Apple,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2382,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2383,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2384,Apple,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
2388,Android,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2390,Android,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
2393,Android,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2404,Android,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2406,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2407,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,Android,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0
2412,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2419,Apple,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,Apple,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
2426,Android,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2427,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2428,Android,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2431,Android,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2433,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2439,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2441,Android,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
2442,Apple,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2447,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2448,Android,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2450,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,Android,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0
2464,Android,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0
2467,Apple,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2470,Android,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0
2473,Android,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0
2474,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2475,Android,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0
2476,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,Apple,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2483,Apple,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
2485,Apple,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0
2488,Android,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2492,Android,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2497,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2499,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,Android,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0
2502,Android,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
2504,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2509,Apple,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2523,Android,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0
2526,Apple,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0
2527,Android,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0
2528,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2529,Android,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
2533,Android,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0
2535,Apple,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2540,Apple,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0
2544,Android,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2545,Android,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0
2550,Android,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2553,Apple,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0
2557,Android,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2560,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2566,Apple,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2570,Android,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2571,Apple,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2573,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2580,Apple,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0
2582,Apple,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0
2584,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2585,Android,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0
2586,Android,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2589,Android,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2596,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2597,Android,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
2598,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2601,Android,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0
2609,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2611,Android,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2615,Android,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0
2623,Android,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2624,Apple,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0
2628,Apple,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2630,Android,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2633,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2634,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2635,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2636,Android,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2637,Android,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2640,Android,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2641,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2642,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2643,Apple,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2645,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2647,Android,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0
2648,Android,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0
2649,Android,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0
2652,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2655,Android,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2656,Android,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2657,Apple,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0
2658,Android,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2661,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2664,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2665,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2667,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2669,Android,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2670,Android,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2673,Apple,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
2675,Android,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
2676,Apple,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0
2680,Android,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2683,Android,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2692,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2693,Android,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
2695,Apple,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2697,Apple,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2698,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2702,Apple,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2703,Apple,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0
2706,Android,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2709,Apple,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0
2710,Apple,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2712,Android,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2713,Android,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0
2718,Android,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2720,Android,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0
2721,Android,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2722,Apple,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2724,Apple,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2728,Apple,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2735,Android,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2736,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2740,Android,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0
2742,Android,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2743,Android,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2744,Apple,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0
2745,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2760,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2761,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2769,Apple,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2770,Android,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0
2772,Android,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0
2773,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2774,Apple,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
2775,Android,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0
2777,Apple,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2778,Apple,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2779,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2784,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2785,Android,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2790,Apple,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0
2792,Android,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2797,Android,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2804,Android,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
2806,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2808,Android,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2809,Android,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0
2814,Apple,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0
2816,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2817,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2821,Android,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
2824,Android,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2825,Android,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0
2827,Apple,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0
2831,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2835,Android,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2837,Android,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2838,Apple,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0
2841,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2842,Android,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2845,Android,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2847,Apple,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0
2848,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2856,Apple,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2862,Apple,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
2869,Apple,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2873,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2875,Apple,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2876,Android,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2878,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2879,Apple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2885,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2889,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2890,Android,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
2894,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2897,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2905,Android,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0
2906,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2911,Apple,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2912,Android,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2913,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2915,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2916,Android,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
2917,Android,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
2922,Android,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2923,Android,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2924,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2925,Android,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0
2929,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2932,Android,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0
2934,Android,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2935,Apple,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0
2938,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2939,Apple,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0
2942,Apple,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0
2944,Android,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0
2947,Android,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0
2949,Android,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
2951,Apple,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0
2952,Apple,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2953,Apple,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2954,Apple,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2959,Apple,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
2960,Android,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2961,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2963,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2965,Apple,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2968,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2969,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2972,Android,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
2976,Apple,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0
2977,Apple,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0
2979,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2984,Apple,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2986,Apple,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2988,Android,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
2989,Apple,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
2992,Apple,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0
2996,Apple,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0
2998,Apple,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3000,Android,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
3002,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3003,Android,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3006,Android,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
3008,Apple,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3010,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3017,Android,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3027,Apple,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3030,Android,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0
3033,Apple,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3034,Apple,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
3040,Android,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3041,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3042,Android,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0
3046,Android,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3049,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3053,Apple,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0
3054,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3058,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3060,Android,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
3062,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3063,Apple,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0
3067,Android,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0
3070,Android,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0
3071,Android,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0
3073,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3074,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3077,Android,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
3088,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3089,Android,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3092,Android,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
3093,Android,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0
3094,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3095,Apple,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0
3097,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3098,Android,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
3100,Android,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0
3101,Android,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0
3103,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,Android,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0
3105,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3106,Apple,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0
3107,Android,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0
3108,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3110,Apple,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0
3114,Android,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
3117,Android,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3119,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3120,Android,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
3121,Apple,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0
3122,Android,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3124,Apple,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
3125,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3130,Android,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0
3131,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,Android,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0
3137,Android,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
3140,Android,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3141,Android,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3143,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3145,Android,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3146,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3149,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3152,Android,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
3154,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3157,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3158,Android,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
3161,Android,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
3162,Apple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3168,Apple,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3169,Android,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
3170,Android,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0
3172,Apple,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0
3176,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3179,Android,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
3181,Android,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3185,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3191,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3197,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3198,Apple,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3201,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3204,Android,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
3205,Android,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0
3209,Android,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0
3213,Apple,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0
3214,Apple,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0
3220,Android,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3221,Android,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
3223,Android,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0
3229,Apple,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
3231,Android,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0
3233,Android,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0
3240,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3246,Android,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0
3257,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3259,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3260,Apple,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0
3261,Android,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0
3262,Android,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0
3264,Apple,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3268,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3270,Android,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0
3280,Android,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
3281,Android,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0
3282,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3283,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3284,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3285,Apple,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
3286,Android,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3288,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3289,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3295,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3296,Android,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0
3298,Apple,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
3299,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3302,Android,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0
3303,Android,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
